,0
2998,37
2999,37
3000,37
3001,37
3002,37
3003,37
3004,37
3005,37
3006,37
3007,37
3008,37
3009,37
3010,37
3011,37
3012,37
3013,37
3014,37
3015,37
3016,37
3017,37
3018,37
3019,37
3020,37
3021,37
3022,37
3023,37
3024,37
3025,37
3026,37
3027,37
3028,37
3029,37
3030,37
3031,37
3032,37
3033,37
3034,37
3035,37
3036,37
3037,37
3038,37
3039,37
3040,38
3041,38
3042,38
3043,38
3044,38
3045,38
3046,38
3047,38
3048,38
3049,38
3050,38
3051,38
3052,38
3053,38
3054,38
3055,38
3056,38
3057,38
3058,38
3059,38
3060,38
3061,38
3062,38
3063,38
3064,38
3065,38
3066,38
3067,38
3068,38
3069,38
3070,38
3071,38
3072,38
3073,38
3074,38
3075,38
3076,38
3077,38
3078,38
3079,38
3080,38
3081,38
3082,38
3083,38
3084,38
3085,38
3086,38
3087,38
3088,38
3089,38
3090,38
3091,38
3092,38
3093,38
3094,38
3095,38
3096,38
3097,38
3098,38
3099,38
3100,38
3101,38
3102,38
3103,38
3104,38
3105,38
3106,38
3107,38
3108,38
3109,38
3110,38
3111,38
3112,38
3113,38
3114,38
3115,38
3116,38
3117,38
3118,38
3119,38
3120,39
3121,39
3122,39
3123,39
3124,39
3125,39
3126,39
3127,39
3128,39
3129,39
3130,39
3131,39
3132,39
3133,39
3134,39
3135,39
3136,39
3137,39
3138,39
3139,39
3140,39
3141,39
3142,39
3143,39
3144,39
3145,39
3146,39
3147,39
3148,39
3149,39
3150,39
3151,39
3152,39
3153,39
3154,39
3155,39
3156,39
3157,39
3158,39
3159,39
3160,39
3161,39
3162,39
3163,39
3164,39
3165,39
3166,39
3167,39
3168,39
3169,39
3170,39
3171,39
3172,39
3173,39
3174,39
3175,39
3176,39
3177,39
3178,39
3179,39
3180,39
3181,39
3182,39
3183,39
3184,39
3185,39
3186,39
3187,39
3188,39
3189,39
3190,39
3191,39
3192,39
3193,39
3194,39
3195,39
3196,39
3197,39
3198,39
3199,39
3200,40
3201,40
3202,40
3203,40
3204,40
3205,40
3206,40
3207,40
3208,40
3209,40
3210,40
3211,40
3212,40
3213,40
3214,40
3215,40
3216,40
3217,40
3218,40
3219,40
3220,40
3221,40
3222,40
3223,40
3224,40
3225,40
3226,40
3227,40
3228,40
3229,40
3230,40
3231,40
3232,40
3233,40
3234,40
3235,40
3236,40
3237,40
3238,40
3239,40
3240,40
3241,40
3242,40
3243,40
3244,40
3245,40
3246,40
3247,40
3248,40
3249,40
3250,40
3251,40
3252,40
3253,40
3254,40
3255,40
3256,40
3257,40
3258,40
3259,40
3260,40
3261,40
3262,40
3263,40
3264,40
3265,40
3266,40
3267,40
3268,40
3269,40
3270,40
3271,40
3272,40
3273,40
3274,40
3275,40
3276,40
3277,40
3278,40
3279,40
3280,41
3281,41
3282,41
3283,41
3284,41
3285,41
3286,41
3287,41
3288,41
3289,41
3290,41
3291,41
3292,41
3293,41
3294,41
3295,41
3296,41
3297,41
3298,41
3299,41
3300,41
3301,41
3302,41
3303,41
3304,41
3305,41
3306,41
3307,41
3308,41
3309,41
3310,41
3311,41
3312,41
3313,41
3314,41
3315,41
3316,41
3317,41
3318,41
3319,41
3320,41
3321,41
3322,41
3323,41
3324,41
3325,41
3326,41
3327,41
3328,41
3329,41
3330,41
3331,41
3332,41
3333,41
3334,41
3335,41
3336,41
3337,41
3338,41
3339,41
3340,41
3341,41
3342,41
3343,41
3344,41
3345,41
3346,41
3347,41
3348,41
3349,41
3350,41
3351,41
3352,41
3353,41
3354,41
3355,41
3356,41
3357,41
3358,41
3359,41
3360,42
3361,42
3362,42
3363,42
3364,42
3365,42
3366,42
3367,42
3368,42
3369,42
3370,42
3371,42
3372,42
3373,42
3374,42
3375,42
3376,42
3377,42
3378,42
3379,42
3380,42
3381,42
3382,42
3383,42
3384,42
3385,42
3386,42
3387,42
3388,42
3389,42
3390,42
3391,42
3392,42
3393,42
3394,42
3395,42
3396,42
3397,42
3398,42
3399,42
3400,42
3401,42
3402,42
3403,42
3404,42
3405,42
3406,42
3407,42
3408,42
3409,42
3410,42
3411,42
3412,42
3413,42
3414,42
3415,42
3416,42
3417,42
3418,42
3419,42
3420,42
3421,42
3422,42
3423,42
3424,42
3425,42
3426,42
3427,42
3428,42
3429,42
3430,42
3431,42
3432,42
3433,42
3434,42
3435,42
3436,42
3437,42
3438,42
3439,42
3440,43
3441,43
3442,43
3443,43
3444,43
3445,43
3446,43
3447,43
3448,43
3449,43
3450,43
3451,43
3452,43
3453,43
3454,43
3455,43
3456,43
3457,43
3458,43
3459,43
3460,43
3461,43
3462,43
3463,43
3464,43
3465,43
3466,43
3467,43
3468,43
3469,43
3470,43
3471,43
3472,43
3473,43
3474,43
3475,43
3476,43
3477,43
3478,43
3479,43
3480,43
3481,43
3482,43
3483,43
3484,43
3485,43
3486,43
3487,43
3488,43
3489,43
3490,43
3491,43
3492,43
3493,43
3494,43
3495,43
3496,43
3497,43
3498,43
3499,43
3500,43
3501,43
3502,43
3503,43
3504,43
3505,43
3506,43
3507,43
3508,43
3509,43
3510,43
3511,43
3512,43
3513,43
3514,43
3515,43
3516,43
3517,43
3518,43
3519,43
3520,44
3521,44
3522,44
3523,44
3524,44
3525,44
3526,44
3527,44
3528,44
3529,44
3530,44
3531,44
3532,44
3533,44
3534,44
3535,44
3536,44
3537,44
3538,44
3539,44
3540,44
3541,44
3542,44
3543,44
3544,44
3545,44
3546,44
3547,44
3548,44
3549,44
3550,44
3551,44
3552,44
3553,44
3554,44
3555,44
3556,44
3557,44
3558,44
3559,44
3560,44
3561,44
3562,44
3563,44
3564,44
3565,44
3566,44
3567,44
3568,44
3569,44
3570,44
3571,44
3572,44
3573,44
3574,44
3575,44
3576,44
3577,44
3578,44
3579,44
3580,44
3581,44
3582,44
3583,44
3584,44
3585,44
3586,44
3587,44
3588,44
3589,44
3590,44
3591,44
3592,44
3593,44
3594,44
3595,44
3596,44
3597,44
3598,44
3599,44
3600,45
3601,45
3602,45
3603,45
3604,45
3605,45
3606,45
3607,45
3608,45
3609,45
3610,45
3611,45
3612,45
3613,45
3614,45
3615,45
3616,45
3617,45
3618,45
3619,45
3620,45
3621,45
3622,45
3623,45
3624,45
3625,45
3626,45
3627,45
3628,45
3629,45
3630,45
3631,45
3632,45
3633,45
3634,45
3635,45
3636,45
3637,45
3638,45
3639,45
3640,45
3641,45
3642,45
3643,45
3644,45
3645,45
3646,45
3647,45
3648,45
3649,45
3650,45
3651,45
3652,45
3653,45
3654,45
3655,45
3656,45
3657,45
3658,45
3659,45
3660,45
3661,45
3662,45
3663,45
3664,45
3665,45
3666,45
3667,45
3668,45
3669,45
3670,45
3671,45
3672,45
3673,45
3674,45
3675,45
3676,45
3677,45
3678,45
3679,45
3680,46
3681,46
3682,46
3683,46
3684,46
3685,46
3686,46
3687,46
3688,46
3689,46
3690,46
3691,46
3692,46
3693,46
3694,46
3695,46
3696,46
3697,46
3698,46
3699,46
3700,46
3701,46
3702,46
3703,46
3704,46
3705,46
3706,46
3707,46
3708,46
3709,46
3710,46
3711,46
3712,46
3713,46
3714,46
3715,46
3716,46
3717,46
3718,46
3719,46
3720,46
3721,46
3722,46
3723,46
3724,46
3725,46
3726,46
3727,46
3728,46
3729,46
3730,46
3731,46
3732,46
3733,46
3734,46
3735,46
3736,46
3737,46
3738,46
3739,46
3740,46
3741,46
3742,46
3743,46
3744,46
3745,46
3746,46
3747,46
3748,46
3749,46
3750,46
3751,46
3752,46
3753,46
3754,46
3755,46
3756,46
3757,46
3758,46
3759,46
3760,47
3761,47
3762,47
3763,47
3764,47
3765,47
3766,47
3767,47
3768,47
3769,47
3770,47
3771,47
3772,47
3773,47
3774,47
3775,47
3776,47
3777,47
3778,47
3779,47
3780,47
3781,47
3782,47
3783,47
3784,47
3785,47
3786,47
3787,47
3788,47
3789,47
3790,47
3791,47
3792,47
3793,47
3794,47
3795,47
3796,47
3797,47
3798,47
3799,47
3800,47
3801,47
3802,47
3803,47
3804,47
3805,47
3806,47
3807,47
3808,47
3809,47
3810,47
3811,47
3812,47
3813,47
3814,47
3815,47
3816,47
3817,47
3818,47
3819,47
3820,47
3821,47
3822,47
3823,47
3824,47
3825,47
3826,47
3827,47
3828,47
3829,47
3830,47
3831,47
3832,47
3833,47
3834,47
3835,47
3836,47
3837,47
3838,47
3839,47
3840,48
3841,48
3842,48
3843,48
3844,48
3845,48
3846,48
3847,48
3848,48
3849,48
3850,48
3851,48
3852,48
3853,48
3854,48
3855,48
3856,48
3857,48
3858,48
3859,48
3860,48
3861,48
3862,48
3863,48
3864,48
3865,48
3866,48
3867,48
3868,48
3869,48
3870,48
3871,48
3872,48
3873,48
3874,48
3875,48
3876,48
3877,48
3878,48
3879,48
3880,48
3881,48
3882,48
3883,48
3884,48
3885,48
3886,48
3887,48
3888,48
3889,48
3890,48
3891,48
3892,48
3893,48
3894,48
3895,48
3896,48
3897,48
3898,48
3899,48
3900,48
3901,48
3902,48
3903,48
3904,48
3905,48
3906,48
3907,48
3908,48
3909,48
3910,48
3911,48
3912,48
3913,48
3914,48
3915,48
3916,48
3917,48
3918,48
3919,48
3920,49
3921,49
3922,49
3923,49
3924,49
3925,49
3926,49
3927,49
3928,49
3929,49
3930,49
3931,49
3932,49
3933,49
3934,49
3935,49
3936,49
3937,49
3938,49
3939,49
3940,49
3941,49
3942,49
3943,49
3944,49
3945,49
3946,49
3947,49
3948,49
3949,49
3950,49
3951,49
3952,49
3953,49
3954,49
3955,49
3956,49
3957,49
3958,49
3959,49
3960,49
3961,49
3962,49
3963,49
3964,49
3965,49
3966,49
3967,49
3968,49
3969,49
3970,49
3971,49
3972,49
3973,49
3974,49
3975,49
3976,49
3977,49
3978,49
3979,49
3980,49
3981,49
3982,49
3983,49
3984,49
3985,49
3986,49
3987,49
3988,49
3989,49
3990,49
3991,49
3992,49
3993,49
3994,49
3995,49
3996,49
3997,49
3998,49
3999,49
